nama,id_siswa,kelas,Pendidikan Agama,Pendidikan Pancasila,Bahasa Inggris,Bahasa Mandarin,Matematika (Umum),Biologi,Fisika,Kimia,Geografi,Sejarah,Sosiologi,Ekonomi,"Pendidikan Jasmani, Olahraga, dan Kesehatan",Informatika,Seni Musik,Bahasa Indonesia,Rata-rata,Pendidikan Agama (S2),Pendidikan Pancasila (S2),Bahasa Inggris (S2),Bahasa Mandarin (S2),Matematika (Umum) (S2),Biologi (S2),Fisika (S2),Kimia (S2),Geografi (S2),Sejarah (S2),Sosiologi (S2),Ekonomi (S2),"Pendidikan Jasmani, Olahraga, dan Kesehatan (S2)",Informatika (S2),Seni Musik (S2),Bahasa Indonesia (S2),Rata-rata (S2)
Pandu Mardhiah,64768,11B,72.24192273,79.01036538,71.55281373,74.45770604,79.80756417,72.9241958,74.39339284,72.83915332,79.50792547,72.0324537,79.73784939,72.80313703,69.02377789,76.71794236,71.79773733,76.423581,74.70446989,80,81,78,74,85,87,76,76,91,82,92,76,75,84,74,77,80.5
Danang Sugiarto,24005,11B,69.6980857,83.37113394,81.04708113,78.02881419,80.57890262,80.4765919,83.10517865,76.50847532,84.92647653,90.17618155,84.74975011,87.39005067,88.8179199,89.52755519,92.69580109,80.84909764,83.24669351,73,83,74,80,82,82,79,76,91,87,86,85,90,89,96,81,83.38
Cahya Saputra,90116,11B,70.10962332,77.61937148,77.24337434,77.58041974,83.14845551,73.75889279,75.83282604,68.80010199,84.37864886,72.01931864,72.1609636,71.96829379,70.47756395,70.054858,71.08352183,66.8730636,73.94433109,72,78,78,79,79,76,77,72,86,75,69,70,71,68,74,63,74.19
Galih Indahsari,99650,11B,63.55769563,77.22910079,71.16256095,72.11380612,73.37032917,76.65495806,58.62717248,61.33486966,63.46566693,65.13563625,65.98143828,65.24939747,68.5808298,67.66076219,63.87011126,56.60654135,66.91255477,65,77,74,75,73,72,55,56,63,63,65,66,74,69,64,52,66.44
Putri Lestari,22997,11B,68.80694115,71.02509141,72.5358875,68.12294738,71.31725235,68.11634774,73.14218792,68.40582804,69.5267614,67.22786402,73.0037812,69.43904583,78.30520601,75.80053601,73.42202534,69.78385719,71.12384753,66,74,69,67,72,68,78,61,71,66,77,69,78,76,71,68,70.69
Oki Kurniawan,56192,11B,75.53898368,77.0898866,74.34982421,81.65489143,75.93456874,78.20441824,74.30420923,77.01470442,69.65247599,71.34439034,75.38319992,75.34687956,76.17444127,79.13834661,66.51152629,68.76411941,74.77542912,78,75,77,82,75,76,71,71,78,76,76,80,80,81,65,72,75.81
Galih Santoso,53229,11B,62.66342999,57.89374863,78.40440799,64.09416488,61.12391254,58.93822042,59.11475537,61.66627009,62.07547645,59.23207106,60.14980555,68.23698966,68.4380916,62.77573668,54.80926815,64.20808257,62.73902698,73,60,88,72,67,64,67,63,72,65,71,73,74,69,62,76,69.75
Hesti Putranto,55990,11B,82.49993788,81.57743118,78.40065493,81.84064044,74.99544703,77.86904052,71.32464784,76.18985295,81.37619689,71.78140861,70.42130852,75.21597036,73.59521465,77.97426427,72.46222804,83.32072375,76.92781049,86,81,83,85,77,79,77,78,93,76,79,76,78,79,79,88,80.88
Danang Yudhoyono,24139,11B,67.39694686,80.11400128,70.02108121,64.86541368,75.03470313,72.57228742,68.29728051,65.43844289,73.80352341,78.72451181,76.77009481,74.12886059,76.23956522,73.70925669,66.69670613,66.74085742,71.90959582,71,77,73,65,73,69,74,64,72,83,82,74,80,72,73,63,72.81
Fanny Hadiwijaya,56306,11B,77.46518918,77.67776539,82.73594522,82.26755294,81.5066969,77.07961826,71.57777097,80.54138751,81.10687839,66.53837451,74.30934089,75.02575994,79.07278283,74.46422966,78.29035898,77.42835712,77.31800054,81,78,83,84,81,76,71,77,88,65,76,75,81,73,79,75,77.69
Zainal Wijaya,63301,11B,83.44903312,80.66280901,81.0498552,78.84344518,86.14511768,87.10029362,80.39169072,91.84798095,82.67177324,91.89570859,81.03414461,74.11189159,86.2557696,85.487506,84.41674945,81.03361808,83.52483666,82,81,81,79,83,91,84,96,81,92,79,71,87,79,87,78,83.19
Salma Widodo,80256,11B,80.45996402,78.07652786,79.12107732,84.84098643,81.5539113,83.68258208,79.47348261,78.92273842,74.86541249,78.78264208,64.02725237,77.68171532,80.22345426,83.45119342,79.28943576,82.37119286,79.17647304,79,78,85,94,90,81,89,89,77,81,67,84,84,90,79,83,83.12
Danang Putra,57280,11B,62.75661324,73.37137229,65.25804258,67.61403897,72.71972881,80.03687649,75.51159036,73.74671153,73.5579046,70.08741208,70.93563948,75.79243677,66.72875396,76.6208268,71.71302121,77.78334192,72.13964444,60,63,65,62,63,72,61,64,74,65,53,68,61,73,63,70,64.81
Rizky Budiman,84533,11B,74.27283774,61.10195039,66.55946664,65.18973202,60.40373063,64.30470408,81.67364968,72.51491994,79.0538103,73.61286266,65.75815465,67.55851447,72.40955136,71.65490147,66.58066038,61.9174046,69.03542819,95,78,77,77,76,82,95,98,99,78,80,77,97,76,84,78,84.19
Olivia Utami,85968,11B,100,87.16105065,86.23810455,88.43347134,86.65315607,88.48044355,94.30153545,87.24405662,82.05324682,87.05858004,85.54479011,94.9862937,93.72239434,88.40442402,81.47311974,81.7373377,88.34325029,100,89,83,91,86,82,88,83,83,83,77,91,85,82,77,79,84.94
Eko Setiawan,55999,11B,75.37170848,76.97770702,73.42297807,72.89524425,72.332096,75.17912237,63.38228041,69.78945903,72.16083794,81.33360814,71.22702396,76.19843288,76.42880592,81.7856747,81.6089792,75.00857733,74.69390848,79,81,76,77,76,78,62,74,71,82,70,78,80,81,77,78,76.25
Hendra Purwanti,49474,11B,72.69222275,71.75048095,73.86433035,72.89947969,77.83778351,77.17119555,78.02865242,81.36606502,84.38399207,75.69296343,80.56696532,73.31134554,80.99468138,80.37719225,80.11172631,75.53999567,77.28681701,73,69,73,72,74,80,77,81,86,77,81,73,83,80,81,79,77.44
Zaenal Hadiwijaya,53931,11B,71.53758374,67.90673238,74.67918853,82.54443728,73.33015006,78.80500749,79.09913157,73.46094346,81.46109875,60.33607084,68.76562317,70.30121308,70.78079945,76.56068932,76.32956358,76.84932743,73.92172251,79,65,74,82,74,72,79,73,81,61,70,71,68,76,75,78,73.62
Zulfa Fauzi,23373,11B,78.97083127,71.23990096,69.89954347,77.97202221,72.83926344,68.13804858,80.84714523,82.96593334,83.77622825,76.92546241,79.12008428,82.83976492,72.78334485,81.54381222,77.36740497,80.55898207,77.36173578,84,68,66,75,72,72,86,82,83,73,79,82,72,85,79,77,77.19
Putra Pratiwi,40193,11B,75.20866304,80.75948149,75.39581675,66.85830264,81.5378311,69.54054424,80.54348899,73.82698353,80.15825287,79.95204101,76.42891281,76.82087453,76.39134103,64.20907416,74.86984903,68.69787706,75.07495839,81,87,81,70,89,74,85,72,82,88,85,82,79,70,70,74,79.31
Vero Sudarso,75684,11B,72.98762568,66.41697723,66.20693026,80.15636247,77.47892691,72.11097704,73.05553322,70.89210984,74.98107185,68.75141813,77.10039128,70.86625576,70.03245499,72.24025506,69.17595582,73.77510171,72.2642717,65,63,64,74,59,57,68,66,66,63,63,63,61,55,63,59,63.06
Adi Sugiarto,30203,11B,69.57889235,74.60832331,78.34573799,68.66909686,71.61282801,74.57235886,70.08641852,74.5873081,75.0426996,77.68201418,69.23575506,67.55182909,70.72781835,67.4269436,75.08819631,66.45694879,71.95457306,66,76,78,69,75,80,71,69,70,78,72,65,70,72,74,72,72.31
Alya Rachman,60874,11B,86.50131574,81.31587296,74.8991125,79.17320611,66.65222433,87.45310031,71.88516059,74.23374658,65.55656721,77.26767017,69.30451286,75.34451246,72.11486148,69.44751397,70.81442614,75.96517382,74.87056108,86,83,77,82,67,85,74,71,67,77,69,75,75,71,73,75,75.44
Agus Purnomo,99340,11B,65.87542128,68.53881779,75.59924305,85.29527552,74.67082024,67.69656793,70.44730529,72.44082118,70.53575139,76.79816698,73.37024356,76.82213807,70.71065719,78.91037724,71.45044822,67.4269268,72.91181136,64,73,80,87,74,65,64,74,67,74,75,76,71,80,76,68,73
Qori Nugroho,21676,11B,82.32237299,62.31088235,67.74207746,68.30063183,83.97730245,80.47006551,78.9054118,69.78247777,83.56666111,73.27753111,76.32208794,72.33424799,71.18843823,70.17687772,70.38757112,74.47822933,74.09642917,89,69,76,79,82,86,81,76,83,78,74,78,76,72,74,78,78.19
Indah Lesmana,65913,11B,77.36815013,75.37479429,83.0797711,60.69838579,78.08158738,79.12084467,81.26696548,75.20779393,76.57175148,80.46189306,82.98798316,74.02947121,76.86703005,83.92502096,64.91201576,72.08208814,76.37722166,67,65,74,50,78,69,61,60,73,76,73,60,73,69,60,63,66.94
Danang Purwanti,90126,11B,81.05429381,79.18780308,76.33733997,71.48212955,69.31602142,70.76903582,81.46515502,70.58290047,74.23222873,69.95657569,77.93898406,71.03148251,73.23714446,65.30820325,65.65827273,73.76347988,73.20756565,83,79,74,72,72,66,84,72,74,71,79,73,70,69,69,77,74
Gita Anindita,34471,11B,75.89417917,93.04539814,72.21234938,78.51908845,82.60346928,80.69430025,76.99923766,77.73032575,77.56669456,81.08635647,92.27961039,82.90965143,88.43446739,85.05484667,88.08927693,68.52014343,81.35246221,73,100,72,81,84,83,74,82,77,86,94,88,90,84,92,69,83.06
Hendra Rachman,39482,12A,60.22286085,68.28082807,58.88647184,70.55751678,69.16460173,59.39949738,59.22933336,56.67712175,58.5971798,55.58220564,63.88920686,54.46491849,64.76381604,64.88554444,53.43912893,69.49424399,61.72090475,65,78,66,73,70,67,62,65,63,66,66,65,74,68,55,82,67.81
Yogi Saraswati,19210,12A,83.02558073,84.20602437,76.66420825,83.56942985,86.08950151,79.96449226,90.46714656,80.67785743,86.16146326,81.9225783,83.38514192,72.10087292,82.31280295,76.78265875,76.22554273,89.17805018,82.0458345,83,89,83,87,94,82,93,88,90,92,88,79,91,81,75,97,87
Lukman Utami,85854,12A,80.16157472,76.21391681,79.43476782,74.72817482,88.3998483,77.75202224,83.87692563,88.01095953,78.72966256,83.89053812,76.07999569,93.45927381,85.91232664,80.26739377,77.36625731,80.6604432,81.55900506,82,69,73,67,82,65,73,84,71,76,69,90,76,74,60,66,73.56
Mega Wijaya,18750,12A,62.93313023,74.39777161,58.50537523,65.30705595,64.5413585,64.04599734,64.08996556,64.05269479,68.99837917,67.67797107,66.72760689,49.46310203,66.13202321,56.35485204,67.86464965,72.00553568,64.56859181,86,85,72,86,75,84,84,81,83,79,78,66,67,69,79,82,78.5
Tegar Rahayu,65117,12A,68.65536647,71.97765842,70.2897835,79.46372091,73.76170146,81.92820893,75.35533304,74.49881293,73.62759594,77.37652253,64.59813104,73.71328181,72.93632981,76.91365617,72.348054,68.09288986,73.47106543,67,76,76,76,73,82,76,72,76,80,67,76,73,80,74,64,74.25
Bella Mulyani,40177,12A,73.17954904,67.72859303,63.51648461,76.77840808,76.03810353,75.47825039,79.65743778,69.81763622,65.98722496,72.79264679,71.40529417,68.93131709,72.7435499,70.08476994,63.96276925,70.93691222,71.18993419,71,72,63,82,75,72,83,67,69,73,70,67,72,72,64,75,71.69
Raka Hartanto,13616,12A,62.28056569,69.12068188,64.68226774,73.5205989,75.98177186,71.35934839,60.20731062,75.48842152,75.84104378,68.05639408,74.57707233,65.20406584,58.63121185,64.16101933,76.60894586,60.50704191,68.5142351,64,83,70,82,70,78,64,86,83,71,86,77,70,72,80,66,75.12
Cinta Paramitha,88472,12A,71.10852297,71.28163603,68.54604534,68.89330856,71.47216223,68.30010485,64.00062408,72.18607628,76.47774947,75.45877916,67.06223923,64.85477699,69.68997715,78.94987411,74.33890696,74.63073995,71.07822021,81,71,71,71,78,71,67,76,83,79,76,65,69,81,75,80,74.62
Kartika Suryani,63405,12A,73.89640553,71.55095359,70.05016351,72.75865526,66.71629025,62.37480572,73.06210545,75.6358113,63.85596108,73.55672818,77.85094934,69.43588976,65.35710985,70.06221414,66.69445093,66.36347022,69.95137276,84,78,87,85,73,84,90,85,75,94,92,82,84,84,88,79,84
Bambang Nugroho,27417,12A,85.92727255,75.74270484,76.5417076,83.85780662,83.64980952,85.4791251,93.13747916,84.2839224,86.75221297,78.88368754,87.60104053,81.12939789,84.11845638,83.21710909,88.92622339,77.21146945,83.52871407,88,72,76,86,81,89,92,85,84,77,85,79,89,87,90,75,83.44
Miftah Santoso,96140,12A,68.26219879,78.61122848,82.02104825,80.43973884,85.83941315,81.86525534,76.85915031,68.0512912,78.49183079,84.81818698,77.71815305,79.81999328,81.78519324,74.60193009,82.79457145,87.86400092,79.36519901,69,79,84,84,85,82,78,66,74,81,78,83,86,74,83,93,79.94
Naufal Kartini,38810,12A,80.49370872,75.71245337,81.02477034,70.23585493,83.04229179,83.61914736,89.73595694,80.38780151,83.40020217,77.05133496,79.57563987,73.73184829,80.38382737,79.83122971,82.85377431,78.23979107,79.95747704,78,78,78,68,80,86,90,81,83,81,79,80,84,75,85,82,80.5
Hana Lesmana,42143,12A,79.02508708,76.94146004,76.95086338,79.01017195,78.81097503,82.41423052,78.00514515,76.85893357,77.70432309,75.03503974,76.80880485,88.76415389,74.04496652,77.21507865,76.670917,77.37250226,78.22704079,77,79,77,77,81,79,80,83,81,74,74,92,70,77,79,74,78.38
Adi Wibowo,72371,12A,67.6985446,70.75094165,60.80386564,74.54059851,72.51765514,63.14038321,58.00935478,64.46938041,68.14140884,82.25620064,72.07102597,60.3167929,65.90646362,69.08867896,70.62315892,62.78099684,67.69471566,69,77,67,80,81,64,71,66,73,82,81,73,79,79,74,68,74
Alya Susanto,14538,12A,71.70244753,68.78920298,66.85860586,73.6753769,76.24678454,76.58260505,75.24933042,69.890551,75.95014748,73.92267086,73.04710808,69.31893306,69.89301803,72.74683335,84.576771,73.88361107,73.27087483,56,53,61,73,70,70,63,52,64,70,58,58,55,61,83,64,63.19
Koko Wibowo,95844,12A,74.39093029,73.28492558,74.98803974,88.33334004,75.45058958,81.98122548,75.56723158,78.75279551,81.40559918,74.58735856,74.24131454,85.74122128,82.36983728,81.4002344,81.38325427,79.74475025,78.97641547,75,71,78,86,73,82,78,79,80,72,69,84,82,83,78,82,78.25
Qomariyah Anggraini,37224,12A,78.97824002,69.10890246,71.77567279,61.63479631,64.76455752,62.88526596,75.25967887,56.1266602,66.87781084,53.92082794,64.73292148,66.43461621,75.81371642,70.87250065,64.72365334,74.21917955,67.38306254,85,70,81,65,77,65,76,58,78,53,73,79,80,74,70,75,72.44
Zulfa Hariyadi,91748,12A,78.65415342,78.75282644,72.55163461,73.61492358,74.43950565,78.79729852,78.95442079,86.28545547,80.49026799,65.02716368,79.87820209,71.31491037,73.73513753,74.50414479,75.24830053,71.68924519,75.87109942,79,80,78,80,79,86,82,100,86,73,86,74,77,75,73,80,80.5
Bayu Hapsari,43773,12A,74.81578303,66.74436158,75.58171105,84.98322839,67.15157771,72.37582149,61.1810862,72.29369654,77.01195877,77.40156917,74.18519166,78.24469013,86.52864569,82.35989645,71.18576836,66.54285308,74.28673996,72,69,71,85,69,74,66,79,78,73,86,82,90,81,71,64,75.62
Anisa Budiman,71064,12A,71.09513888,68.39098213,75.3826337,67.21992827,72.7617838,77.31596623,72.6224166,68.39432685,78.99996625,63.73099124,71.48692068,72.91759585,73.20543925,74.02837624,76.17809506,72.94885877,72.29246374,77,75,79,73,82,86,74,74,81,63,79,82,76,80,87,82,78.12
Yogi Sudarso,97970,12A,76.71450843,76.51685312,75.49722083,82.49251646,75.32215744,82.78865539,78.64979525,75.94852581,81.64683592,74.91753022,81.74572004,79.61843045,75.5731764,81.19797392,81.28774847,84.34239787,79.01625288,81,76,76,83,79,82,78,79,85,72,76,80,78,82,79,90,79.75
Cinta Permata,42965,12A,82.05205162,79.67768666,71.5833618,89.4642515,70.2032355,81.96763243,79.37773564,71.3506047,76.59981186,76.82755213,83.74923014,73.65476206,75.91159153,65.54096853,85.89513052,71.86897534,77.23278637,88,86,75,93,76,92,89,78,80,80,88,77,77,67,93,74,82.06
Dewi Kusnandar,68384,12A,74.82972349,72.68813002,72.70516434,77.2444791,81.55148147,74.45263752,76.47055926,74.83962685,78.28282629,70.88058727,78.57212194,78.7476685,78.60785421,69.89442983,72.353481,74.39250411,75.4070797,66,68,65,74,78,70,66,67,77,55,73,76,74,73,57,61,68.75
Dina Handayani,61236,12A,73.94243879,88.77125006,80.73526635,82.21628845,77.91162682,74.16226122,77.77649959,81.89266995,84.16379308,81.60560672,82.5302691,79.11151714,83.27789185,88.21081335,84.32059623,84.84435846,81.5920717,72,88,82,84,76,77,75,84,85,82,84,79,84,95,87,83,82.31
Rizky Putri,90918,12A,71.06476536,62.07890801,64.37135071,71.86906237,69.5399881,71.79389779,77.97680045,73.22486336,75.88911439,70.06809031,65.55860497,69.30535257,65.57092429,77.38615815,73.54663874,72.19724585,70.71511034,79,67,65,77,72,79,79,70,77,68,68,77,69,82,75,77,73.81
Qudus Prasetyo,15036,12A,84.25939405,67.97939596,81.02036779,71.52644911,78.04339954,76.52114007,81.3883611,79.22061448,84.8052639,75.07019223,81.62524998,78.89079412,69.90322668,73.48659574,77.33028787,83.64114028,77.79449206,90,73,94,76,75,80,87,79,89,79,94,81,79,78,86,94,83.38
Ranti Pratama,70826,12A,80.28412158,72.12800217,77.26392515,88.05453853,78.52162296,76.32887841,80.42420449,81.78247169,75.68466455,80.47838016,76.32105881,81.5621443,78.81397208,80.37534543,74.16958856,73.85907437,78.50324958,77,69,76,92,74,81,78,82,79,79,76,86,82,82,74,74,78.81
Utari Pangestu,69991,12A,78.17975433,73.0552859,74.87744151,71.92029067,77.94590167,70.4132179,72.7742616,77.38223187,79.3171063,70.83347135,83.25068771,75.01847627,68.23762649,75.29752805,71.53727173,75.62261024,74.72894772,83,84,75,84,87,84,72,81,86,77,87,81,78,81,71,89,81.25
Qomariyah Surya,49770,12A,76.41638387,77.00203356,72.07269823,81.58097126,70.85002828,71.08684063,78.46746686,84.64488635,74.86769963,80.13552672,81.997366,80.7040873,75.07462367,71.17543153,65.59292728,75.31646261,76.06158961,79,75,82,84,78,74,81,85,73,83,85,91,80,81,65,81,79.81
Sinta Setiawan,77603,12A,74.63486896,63.12360219,72.24548136,63.99366947,69.274795,72.28339019,65.44695493,69.59685552,66.66897543,72.27017541,69.92101796,69.02697049,76.53618192,72.05596283,65.29267279,68.31511261,69.41791794,84,67,79,63,83,76,68,74,68,73,75,74,82,77,70,69,73.88
Ulil Sugianto,28854,12A,79.24064117,80.02173296,92.24268148,81.47439456,69.44062225,76.90614024,69.95827466,77.97114381,69.68358395,75.26218274,72.01652745,81.54093599,79.62283191,81.13494663,79.09737815,72.64864635,77.39141652,79,80,90,83,66,76,70,75,70,78,76,81,78,80,81,71,77.12
Budi Gunawan,27455,12A,76.64309616,83.68661212,76.12155221,71.94586632,66.93515344,69.53515446,76.3406876,79.44107945,75.37982019,78.07492577,77.61388054,76.60816127,70.78312134,74.94510688,69.8336003,74.16263408,74.87815326,81,80,75,77,63,71,78,74,74,85,78,78,71,81,67,72,75.31
Dodi Hariyadi,89501,12A,89.04070255,95.78030393,80.83772503,89.79392305,94.79256786,91.18062373,91.55111211,90.32485941,93.87805735,81.94899406,80.45675157,87.3547142,76.58057438,93.53961392,93.48996087,85.21963212,88.48563226,88,95,83,90,93,93,92,91,92,77,79,85,75,92,94,87,87.88
Zulfa Pradana,91618,12A,93.39119315,94.88330875,95.50514938,95.88091573,98.03620666,94.38191436,99.96101265,97.47478501,92.2102289,100,88.4537612,94.78421708,100,91.6296806,96.79282436,97.96174411,95.70918387,92,98,90,95,94,90,100,92,86,98,90,94,93,87,97,100,93.5
Galang Saraswati,41352,12A,82.17566221,86.11589295,85.6957624,83.71959229,97.98665581,82.66274978,91.50293302,84.51427646,81.0451006,86.99235276,89.72374847,91.08082942,94.2896071,100,87.73085257,83.16282068,88.02492728,75,85,79,83,97,78,88,82,76,80,87,88,95,95,88,77,84.56
Hadi Putranto,57680,12A,85.22206515,81.62662877,87.58752417,76.47187204,94.79936623,87.23793399,74.53767343,79.41254901,87.03809874,88.8394138,76.59650538,86.52282277,73.22099415,82.51101419,88.51792773,80.20011487,83.14640653,88,84,95,72,100,90,77,89,92,89,76,91,73,92,89,85,86.38
Nadia Panjaitan,48343,12A,74.68224264,82.94792811,79.1932598,85.36464596,77.79022197,78.35366968,72.11184253,83.06657769,81.41232944,76.27493078,83.1858477,87.35220564,81.13901442,83.55768888,83.58341038,76.195205,80.38818879,76,83,83,88,72,83,73,84,92,85,90,93,89,87,89,80,84.19
Wati Paramitha,30058,12A,100,90.67580061,96.31063077,96.87612614,92.33207412,96.06402488,94.25914587,85.94185097,91.36868625,89.96729524,90.72132455,86.51003387,98.66221834,100,97.92006464,99.38269588,94.18699826,100,87,94,95,90,97,94,79,88,87,94,83,93,98,96,96,91.94
Faisal Budiman,24523,12A,81.87467905,80.41656906,79.704918,86.81817785,84.7331685,83.21174468,90.07359596,85.62256001,79.40456505,80.19330909,87.00781973,88.8065175,86.3562544,93.08229698,91.77288907,85.80303241,85.30513108,81,82,81,90,84,82,89,87,76,74,89,89,86,90,88,85,84.56
Juwita Budiman,28867,12A,94.58106761,92.22403335,96.83706218,100,100,100,100,97.54743348,100,100,88.87599953,96.7067769,100,100,92.79139567,86.62335903,96.63669548,90,89,94,95,92,97,100,92,97,100,86,94,97,95,87,81,92.88
Bella Calvin,59514,12A,77.76144923,79.2324245,75.17073821,80.30577765,82.1222867,82.94378881,67.81075834,73.01892747,78.06723972,82.45121862,82.03652303,81.9497027,77.67326325,77.95218577,75.94870662,83.4313236,78.61726964,77,74,77,81,83,88,73,77,77,82,79,82,78,80,73,82,78.94
Galang Megawati,64294,12A,93.8798379,100,99.52154803,98.25705945,95.19872984,91.70457254,95.24401806,96.8322475,86.63716028,97.49550606,100,100,96.00125246,98.71696333,95.70145899,99.22608551,96.5260275,86,95,98,96,93,88,97,100,84,96,97,100,95,93,91,93,93.88
Zaenal Pangestu,71150,12A,98.75562645,95.89758135,93.65905886,88.59066277,94.8047793,82.62070258,89.79331993,93.97364444,94.75719341,94.40450979,92.52924078,90.07646244,93.74496719,86.29078213,86.83170102,91.36376072,91.75587457,100,93,88,86,95,75,89,91,93,91,88,84,93,85,86,90,89.19
Adi Nugroho,56038,12A,90.38242265,80.38835855,91.79216635,93.38007633,89.13000825,100,86.10175891,87.71099862,87.54109991,89.13549638,87.87281038,82.48238172,86.78369296,89.02833096,95.65929485,100,89.83680605,87,78,88,88,89,98,80,86,85,84,88,80,83,86,94,97,86.94
Sari Gunawan,69233,12A,93.95277406,83.39850942,83.79635651,86.47876168,96.19819901,86.44828431,80.63786711,84.76951888,91.06068458,90.72510595,86.27432123,90.69247793,75.90954355,87.79455074,91.57883167,83.11108819,87.05167968,93,80,78,87,93,79,73,83,84,93,80,88,73,83,82,81,83.12
Putri Saraswati,47380,12A,87.81398789,82.66343981,99.94515855,88.39491069,93.20089696,95.01526578,99.55602032,91.2261917,89.2985316,92.86101881,98.41608195,91.14481791,87.22133516,84.29189153,85.88919365,96.31763806,91.45352377,83,80,97,86,95,90,95,83,86,91,94,89,84,77,84,93,87.94
